customer_id,customer_name,reg_date
2550,Pranay Venkatesh,26/08/24
2551,Zain Seth,08/10/23
2552,Advik Venkataraman,10/08/24
2553,Sana Kamdar,27/11/24
2554,Charvi Dua,04/05/24
2555,Veer Ravel,27/09/23
2556,Shray Issac,07/09/23
2557,Madhav Batra,12/08/23
2558,Shalv Kant,09/11/23
2559,Suhana Johal,26/07/24
2560,Shalv Koshy,21/06/23
2561,Indranil Rout,01/01/24
2562,Ehsaan Kalita,01/10/23
2563,Aaina Bhakta,24/02/25
2564,Abram Dave,25/12/24
2565,Anahita Bala,20/01/25
2566,Lavanya Goel,03/02/24
2567,Pari Kamdar,01/12/23
2568,Onkar Kale,03/09/23
2569,Tara Chacko,19/05/24
2570,Ishita Sant,21/04/24
2571,Hrishita Mallick,20/11/23
2572,Amani Krishnan,20/04/25
2573,Nishith Dara,01/10/24
2574,Mahika Shenoy,28/05/24
2575,Kaira Ghosh,13/05/25
2576,Ishaan Aggarwal,12/10/24
2577,Trisha Gulati,24/12/23
2578,Divit Keer,18/08/23
2579,Rohan Andra,12/03/25
2580,Vardaniya Karpe,01/12/24
2581,Umang Barman,08/08/24
2582,Lavanya Seshadri,06/09/24
2583,Kabir Edwin,23/05/25
2584,Riya Kashyap,19/02/25
2585,Neelofar Bhasin,29/11/24
2586,Mohanlal Garg,09/07/24
2587,Nirvi Ahuja,07/05/25
2588,Indranil Gera,04/09/23
2589,Shayak Reddy,17/07/23
2590,Samiha Lall,15/02/24
2591,Devansh Krishnamurthy,27/03/25
2592,Zoya Deep,25/03/24
2593,Chirag Buch,12/01/25
2594,Rhea Varghese,24/11/24
2595,Jhanvi Grewal,02/10/24
2596,Divyansh Konda,25/06/24
2597,Kimaya Deol,03/09/23
2598,Lakshit Dey,09/03/25
2599,Ivana Swamy,23/12/24
2600,Anay Bhatti,12/12/23
2601,Trisha Choudhury,01/01/24
2602,Parinaaz Deo,12/12/24
2603,Anay Randhawa,02/02/25
2604,Hridaan Tailor,13/04/25
2605,Rati Mand,28/10/23
2606,Ayesha Kothari,22/01/25
2607,Ahana  Bala,27/10/23
2608,Manjari Chatterjee,24/12/23
2609,Navya Sastry,17/08/24
2610,Tiya Deol,26/01/24
2611,Biju Vig,08/03/25
2612,Aaina Kannan,20/11/24
2613,Yuvraj  Sem,26/11/23
2614,Dharmajan Din,04/02/25
2615,Nitara Char,24/02/24
2616,Zara Venkatesh,01/03/24
2617,Mannat Baria,30/01/25
2618,Madhav Upadhyay,17/03/24
2619,Sumer Kothari,06/05/25
2620,Divyansh Sood,19/09/24
2621,Advika Dhawan,08/03/24
2622,Adah Wable,30/03/25
2623,Taran Dada,07/04/25
2624,Ishita Divan,20/05/25
2625,Anya Ghose,19/05/24
2626,Indranil Karnik,01/01/24
2627,Heer Madan,13/04/24
2628,Aayush Suri,19/02/24
2629,Piya Chana,24/04/25
2630,Himmat Kumar,06/10/23
2631,Vedika Sachar,15/01/24
2632,Indrans Walia,18/06/23
2633,Kabir Bhattacharyya,30/07/24
2634,Dishani Bora,12/11/23
2635,Umang Dugal,23/03/24
2636,Divit Sankar,23/06/24
2637,Miraan Keer,24/12/23
2638,Urvi Jani,26/05/25
2639,Anvi Bedi,21/07/23
2640,Dishani Toor,27/04/24
2641,Dhanush Deol,01/03/25
2642,Vidur Ramaswamy,26/12/23
2643,Ivan Chawla,10/03/24
2644,Veer Basu,06/08/23
2645,Jhanvi Dhar,26/10/23
2646,Lakshay Jhaveri,05/11/23
2647,Vanya Tata,02/04/25
2648,Ranbir Ram,11/02/24
2649,Ivana Sen,17/01/24
2650,Nakul Dani,05/03/24
2651,Nehmat Kurian,17/03/24
2652,Hridaan Taneja,01/07/24
2653,Biju Shere,17/01/24
2654,Vivaan Tella,28/06/23
2655,Indranil Hans,14/02/24
2656,Farhan Khare,09/12/23
2657,Dishani Bala,05/12/24
2658,Ojas Shah,05/02/24
2659,Romil Wadhwa,23/04/25
2660,Hansh Raja,21/12/23
2661,Veer Grover,30/07/24
2662,Nitya Rajagopal,25/12/23
2663,Nirvaan Ramaswamy,26/01/25
2664,Lakshit Bassi,12/01/24
2665,Aaryahi Gulati,26/07/23
2666,Zain Sura,07/03/24
2667,Ira Bandi,14/04/24
2668,Badal Setty,19/08/23
2669,Hazel Wali,29/01/24
2670,Tara Bora,08/02/25
2671,Hunar Sehgal,31/05/24
2672,Vedika Raval,09/10/23
2673,Armaan Devan,12/01/24
2674,Alisha Khalsa,27/05/24
2675,Kaira Salvi,20/01/25
2676,Kavya Shetty,30/10/24
2677,Vedika Balasubramanian,29/05/23
2678,Shaan Deshpande,21/03/24
2679,Eva Lata,24/06/23
2680,Tushar Chakraborty,03/02/25
2681,Sana Basu,04/08/23
2682,Stuvan Banerjee,30/07/23
2683,Charvi Goel,10/02/24
2684,Armaan Rajagopalan,06/06/23
2685,Divit Buch,16/05/24
2686,Darshit Doctor,23/11/23
2687,Onkar Kar,22/11/23
2688,Shalv Badami,10/10/23
2689,Aarav Raval,23/11/23
2690,Inaaya  Ghose,28/01/24
2691,Indranil Kumer,21/05/24
2692,Keya Bhattacharyya,13/05/25
2693,Ojas Boase,13/12/23
2694,Tarini Ram,05/04/24
2695,Renee Ganguly,05/03/25
2696,Nirvaan Sama,10/10/23
2697,Arnav Keer,13/05/25
2698,Rhea Gade,13/09/24
2699,Eva Aurora,26/05/24
2700,Raunak Mall,16/09/23
2701,Mishti Chhabra,28/10/23
2702,Vaibhav Shanker,31/07/24
2703,Riya Rau,02/05/24
2704,Samaira Barad,05/04/25
2705,Piya Ranganathan,21/03/24
2706,Jayant Bhalla,10/09/23
2707,Hansh Datta,05/10/24
2708,Suhana Dar,28/08/24
2709,Kanav Sunder,23/01/24
2710,Fateh Sastry,13/01/24
2711,Ira Sachdev,22/03/25
2712,Rohan Shah,12/12/23
2713,Tara Char,17/07/24
2714,Ira Agarwal,07/10/24
2715,Farhan Baral,29/11/23
2716,Ojas Sama,03/05/24
2717,Lavanya Magar,02/07/24
2718,Kimaya Brar,28/09/24
2719,Samaira Lad,07/10/24
2720,Urvi Ramakrishnan,02/04/25
2721,Ritvik Ahuja,08/02/25
2722,Hridaan Dugar,08/06/24
2723,Neelofar Saha,10/03/25
2724,Ela Rastogi,18/01/24
2725,Bhavin Kota,05/04/24
2726,Charvi Mallick,13/09/23
2727,Raghav Jhaveri,12/12/24
2728,Kismat Golla,27/02/25
2729,Kimaya Gupta,03/09/23
2730,Hansh Bhattacharyya,07/08/23
2731,Vihaan Lal,02/08/23
2732,Saksham Setty,04/03/25
2733,Nayantara Shan,13/07/24
2734,Saksham Sami,18/11/24
2735,Divyansh Thakur,09/11/23
2736,Riaan Shah,05/04/24
2737,Diya Krishna,29/01/25
2738,Farhan Soni,08/08/23
2739,Yashvi Bumb,23/08/23
2740,Aniruddh Ghose,25/11/23
2741,Zoya Vyas,02/10/24
2742,Divit Sule,29/09/24
2743,Onkar Chopra,28/02/25
2744,Vidur Samra,09/08/24
2745,Eva Jain,26/03/25
2746,Aniruddh Gandhi,29/02/24
2747,Shaan Devan,22/04/24
2748,Ishaan Bora,03/06/23
2749,Advika Chokshi,25/03/25
2750,Piya Chaudhari,17/03/25
2751,Ivana Aggarwal,10/10/24
2752,Biju Ramakrishnan,29/05/23
2753,Shaan Goda,02/11/24
2754,Nishith Doshi,28/03/25
2755,Shray Varty,25/03/24
2756,Tara Deshmukh,20/11/24
2757,Akarsh Dass,10/11/23
2758,Jayan Ramakrishnan,14/02/25
2759,Ela Hayre,04/05/24
2760,Saksham Khurana,12/08/24
2761,Darshit Dugar,25/01/25
2762,Neysa Srinivasan,05/10/23
2763,Shayak Chahal,09/06/24
2764,Charvi Vig,21/04/24
2765,Divyansh Bhatti,28/03/24
2766,Nirvi Rajagopal,08/01/25
2767,Pranay Badal,19/02/24
2768,Neysa Boase,13/05/25
2769,Amani Tandon,04/08/24
2770,Ranbir Sharaf,11/07/24
2771,Elakshi Kanda,21/11/23
2772,Ojas Krish,16/08/24
2773,Urvi Chad,31/07/24
2774,Zara Edwin,23/07/24
2775,Shlok Seth,13/06/24
2776,Sana Ganesh,19/06/24
2777,Heer Raman,26/12/24
2778,Lagan Lalla,29/01/24
2779,Lagan Garde,22/09/24
2780,Nitara Reddy,29/02/24
2781,Zeeshan Jha,05/07/23
2782,Madhav Yohannan,26/12/23
2783,Ishaan Khurana,03/04/25
2784,Samiha Sama,30/01/25
2785,Oorja Sibal,24/05/25
2786,Romil Borde,26/05/24
2787,Shlok Dugal,23/03/24
2788,Hiran Zacharia,28/04/25
2789,Shanaya Bose,01/11/24
2790,Mahika Mani,18/04/25
2791,Jhanvi Bir,21/05/24
2792,Charvi Lal,13/12/24
2793,Arhaan Chowdhury,21/04/24
2794,Anay Bhakta,09/11/24
2795,Ishita Das,22/12/23
2796,Manjari Krishnamurthy,04/12/23
2797,Ranbir Thaker,09/11/23
2798,Jayan Gala,30/04/24
2799,Samarth Garg,10/07/23
2800,Kiara Saini,02/02/24
2801,Navya Hayre,26/01/25
2802,Hrishita Basak,14/12/24
2803,Parinaaz Vohra,06/11/23
2804,Neelofar Kunda,25/10/23
2805,Armaan Anand,15/11/23
2806,Hrishita Luthra,20/02/24
2807,Anahi Bose,08/05/25
2808,Emir Sathe,24/08/23
2809,Charvi Date,06/03/25
2810,Kavya Bahl,27/10/24
2811,Badal Jaggi,02/04/24
2812,Ehsaan Tandon,27/12/23
2813,Rati Sandal,13/04/25
2814,Myra Rattan,13/11/23
2815,Adira Kade,25/05/24
2816,Jhanvi Venkatesh,05/11/24
2817,Anvi Deol,10/04/24
2818,Jivika Chacko,29/02/24
2819,Mohanlal Thakur,04/09/23
2820,Seher Dutt,27/09/24
2821,Aayush Saha,28/10/24
2822,Riya Sanghvi,10/08/24
2823,Samarth Brahmbhatt,17/08/24
2824,Ira Kade,20/08/23
2825,Riya Mandal,30/06/23
2826,Kabir Bumb,26/07/24
2827,Heer Lala,24/01/25
2828,Sahil Sodhi,16/04/24
2829,Tarini Babu,09/08/24
2830,Vivaan Deol,26/04/24
2831,Kaira Khalsa,03/06/24
2832,Hiran Goel,30/06/23
2833,Yakshit Bali,11/12/23
2834,Lakshit Batta,07/12/24
2835,Himmat Mander,31/03/24
2836,Chirag Jhaveri,09/08/24
2837,Baiju Rana,01/10/24
2838,Rati Date,25/08/24
2839,Aarna Babu,28/10/23
2840,Ryan Bahri,22/03/25
2841,Aarush Dayal,22/01/24
2842,Ira Sule,01/02/24
2843,Shalv Ben,18/12/24
2844,Aayush Gill,07/09/24
2845,Gatik Bhalla,16/03/25
2846,Lakshay Ghose,29/08/24
2847,Vardaniya Sahni,23/05/25
2848,Zeeshan Koshy,02/10/24
2849,Diya Batra,05/12/24
2850,Saira Chatterjee,14/04/24
2851,Indrans Dube,13/02/25
2852,Nirvi Tailor,21/10/24
2853,Biju Ghose,24/10/23
2854,Divij Sengupta,04/11/23
2855,Vedika Dutta,16/07/24
2856,Mohanlal Gola,10/04/25
2857,Advik Seshadri,30/04/25
2858,Ritvik Baral,12/07/23
2859,Krish Batta,10/05/25
2860,Lavanya Sarma,28/09/24
2861,Madhav Cheema,14/04/25
2862,Advika Buch,13/06/23
2863,Yakshit Buch,26/06/24
2864,Jhanvi Deo,11/12/24
2865,Divit Deshpande,11/03/25
2866,Neysa Bhargava,25/06/24
2867,Mamooty Thaman,24/04/24
2868,Nitya Rege,12/06/24
2869,Aarna Thaman,23/06/24
2870,Mamooty Bumb,30/11/23
2871,Indrans Dasgupta,17/02/25
2872,Ehsaan Lal,21/04/25
2873,Anahita Basu,25/03/25
2874,Yuvraj  Chaudhary,19/01/24
2875,Saksham Ramakrishnan,04/10/23
2876,Saanvi Ravi,26/03/24
2877,Hunar Mani,09/09/24
2878,Miraan Tata,27/06/23
2879,Baiju Issac,28/10/24
2880,Nirvaan Bera,11/03/24
2881,Bhavin Virk,03/01/24
2882,Gokul Verma,30/06/24
2883,Umang Dash,08/12/23
2884,Mehul Atwal,26/05/24
2885,Krish Bassi,04/04/24
2886,Yasmin Saxena,24/12/23
2887,Dharmajan Setty,19/08/24
2888,Ivana Sharaf,18/02/24
2889,Hansh Comar,26/10/23
2890,Shlok Chokshi,20/04/25
2891,Prerak Sankar,05/03/24
2892,Aarush Chana,11/02/25
2893,Lakshit Sastry,23/06/24
2894,Prerak Som,18/10/24
2895,Onkar Kaul,11/07/23
2896,Raunak Dyal,17/10/23
2897,Mohanlal Khosla,31/10/24
2898,Adah Chaudhari,24/09/23
2899,Indrajit Hans,11/02/24
2900,Biju Din,06/05/24
2901,Miraan Gaba,08/03/24
2902,Sumer Sood,17/11/24
2903,Nitya Hegde,26/01/25
2904,Armaan Madan,14/10/23
2905,Taimur Zacharia,23/10/23
2906,Nakul Tak,09/09/24
2907,Abram Bawa,02/09/23
2908,Nehmat Sethi,25/10/24
2909,Divij Ganesan,14/11/23
2910,Samiha Srinivasan,24/07/24
2911,Aarna Kale,16/11/23
2912,Shalv Andra,19/05/25
2913,Seher Virk,13/09/23
2914,Kavya Saini,21/10/23
2915,Nirvaan Vohra,14/09/24
2916,Nitya Kibe,23/09/23
2917,Veer Dayal,01/08/24
2918,Yasmin Bora,07/07/23
2919,Rati Ramaswamy,08/01/24
2920,Zeeshan Sagar,17/02/24
2921,Faiyaz Kuruvilla,05/01/25
2922,Tanya Tata,06/02/24
2923,Sumer Mall,29/10/24
2924,Shlok Mahajan,03/01/25
2925,Romil Lala,07/08/23
2926,Keya Dey,19/01/25
2927,Prerak Bhakta,08/03/24
2928,Dishani Mani,02/08/23
2929,Hrishita Chahal,01/02/25
2930,Ela Doshi,22/01/24
2931,Hrishita Thakkar,24/05/24
2932,Lagan Guha,26/02/24
2933,Aarush Saran,01/12/24
2934,Nishith Saran,12/02/25
2935,Pihu Sant,08/02/25
2936,Reyansh De,25/12/23
2937,Urvi Rastogi,24/08/24
2938,Purab Lala,23/08/23
2939,Mannat Dada,26/01/25
2940,Jiya Bala,07/11/24
2941,Anvi Ratta,20/11/24
2942,Hansh Kothari,11/05/25
2943,Rania Chaudhry,02/01/25
2944,Advik Roy,07/12/24
2945,Seher Thaker,27/01/25
2946,Navya Ahuja,16/01/25
2947,Anahi Dayal,17/01/25
2948,Saksham Devi,07/08/23
2949,Ela Dyal,04/05/24
2950,Shaan Hari,02/02/25
2951,Ivana Kala,23/07/24
2952,Jhanvi Sarna,01/02/24
2953,Jivika Deshmukh,28/07/23
2954,Rati Garg,24/11/23
2955,Saksham Arya,31/10/23
2956,Badal Majumdar,02/12/24
2957,Mannat Gopal,17/11/23
2958,Abram Kant,05/01/24
2959,Samiha Chanda,27/10/23
2960,Oorja Andra,23/05/24
2961,Mahika Desai,18/06/24
2962,Yuvaan Khare,28/09/23
2963,Aarna Bhatt,25/10/24
2964,Darshit Ravi,02/10/23
2965,Chirag Chokshi,02/06/23
2966,Nitya Iyengar,13/10/23
2967,Miraya Chander,02/03/24
2968,Yuvraj  Guha,11/07/23
2969,Nirvi Iyer,25/09/24
2970,Emir Kalita,06/03/24
2971,Emir Mangat,21/03/25
2972,Kabir Edwin,24/01/25
2973,Anya Yadav,01/07/23
2974,Stuvan Kothari,03/03/24
2975,Rhea Manne,14/09/24
2976,Kismat Biswas,17/04/25
2977,Jayan Rattan,08/10/23
2978,Ivan Rau,01/09/23
2979,Hrishita Bhakta,25/09/23
2980,Mannat Gaba,30/06/23
2981,Tushar Mander,13/11/23
2982,Prisha Bakshi,06/01/25
2983,Sumer Chokshi,12/08/24
2984,Onkar Anand,11/01/24
2985,Indrans Bawa,04/08/23
2986,Uthkarsh Srivastava,28/07/24
2987,Indrans Khalsa,10/10/24
2988,Yakshit Gupta,13/10/24
2989,Drishya Gill,03/03/25
2990,Divij Chokshi,11/02/24
2991,Tiya Wagle,29/04/25
2992,Pihu Sawhney,11/05/24
2993,Parinaaz Bhatt,07/09/24
2994,Inaaya  Kade,25/02/24
2995,Samar Kala,26/10/23
2996,Tarini Bhandari,12/03/25
2997,Sumer Cheema,30/11/23
2998,Raghav Vaidya,09/08/23
2999,Piya Kanda,02/10/23
3000,Mamooty Amble,14/09/23
3001,Krish Mann,30/08/23
3002,Siya Grewal,08/01/25
3003,Raunak Mandal,08/08/23
3004,Akarsh Saran,10/08/24
3005,Raunak Swaminathan,17/02/25
3006,Kabir Sabharwal,29/03/24
3007,Samarth Grover,22/08/24
3008,Priyansh Swamy,04/04/24
3009,Ojas Choudhry,23/11/24
3010,Biju Balasubramanian,26/05/24
3011,Jiya Wali,25/05/25
3012,Dharmajan Sabharwal,03/11/24
3013,Kashvi Rao,07/11/23
3014,Riaan Bhalla,21/07/24
3015,Darshit Anand,09/10/23
3016,Ishaan Gulati,23/09/23
3017,Armaan Shetty,18/07/24
3018,Seher Raja,28/05/23
3019,Anay Shah,16/12/24
3020,Hiran Keer,18/11/24
3021,Jivika Karan,12/09/23
3022,Dharmajan Manda,18/11/24
3023,Samar Hayer,11/04/25
3024,Abram Cheema,17/02/25
3025,Adira Sarraf,23/08/24
3026,Adah Sheth,13/11/23
3027,Divyansh Kant,09/12/23
3028,Farhan Dass,11/05/25
3029,Saksham Rege,03/12/23
3030,Chirag Dixit,25/10/23
3031,Yashvi Chaudry,07/08/24
3032,Yakshit Varghese,10/08/24
3033,Myra Anand,19/04/25
3034,Aaryahi Doshi,07/12/24
3035,Damini Sankar,09/08/24
3036,Aradhya Khosla,09/08/24
3037,Lakshay Dora,19/09/24
3038,Neelofar Sathe,15/10/23
3039,Adira Sen,12/04/24
3040,Saanvi Rajan,14/09/24
3041,Damini Badal,17/04/25
3042,Jivin Borde,22/02/25
3043,Neysa Loke,19/10/23
3044,Indrans Bahl,27/04/25
3045,Kiara Vohra,11/10/23
3046,Divit Chander,06/07/24
3047,Darshit Kurian,08/12/23
3048,Kaira Issac,26/09/24
3049,Tara Sandal,18/06/24
3050,Alisha Kurian,21/06/23
3051,Khushi Baral,22/06/24
3052,Prerak Sangha,05/01/24
3053,Parinaaz Dada,28/02/24
3054,Diya Kant,06/12/24
3055,Jhanvi Suresh,22/12/24
3056,Yashvi Kashyap,06/10/23
3057,Armaan Divan,28/12/23
3058,Jiya Mand,26/08/24
3059,Emir Sampath,21/07/24
3060,Riya Sahni,30/09/24
3061,Shaan Date,09/04/25
3062,Bhavin Grover,27/10/23
3063,Taran Gulati,03/10/24
3064,Tarini Mangat,13/10/23
3065,Anahita Sem,31/03/25
3066,Ishaan Jani,24/02/25
3067,Darshit Dua,26/03/24
3068,Damini Shah,20/12/24
3069,Ishaan Saini,28/12/23
3070,Pihu Deshpande,03/12/24
3071,Himmat Vala,13/05/25
3072,Ayesha Krish,01/05/25
3073,Mohanlal Sen,04/05/24
3074,Anaya Tak,18/07/23
3075,Faiyaz Suri,04/02/24
3076,Raunak Borde,06/06/23
3077,Tara Venkataraman,11/03/24
3078,Hrishita Manda,28/01/24
3079,Sana Kakar,05/08/24
3080,Kiara Khare,09/12/24
3081,Uthkarsh D’Alia,09/10/24
3082,Jayesh Datta,28/10/24
3083,Anahita Dave,14/10/24
3084,Dishani Gara,11/01/25
3085,Purab Sankar,01/03/25
3086,Reyansh Barad,25/01/24
3087,Hazel Shetty,02/02/25
3088,Miraan Zacharia,25/09/23
3089,Umang Mann,31/05/23
3090,Lakshit Rana,16/06/24
3091,Anahi Bandi,25/04/24
3092,Kiara Sen,09/11/23
3093,Alia Ahluwalia,04/09/24
3094,Manjari Sant,01/08/24
3095,Kashvi Singhal,27/09/23
3096,Vedika Sachdev,08/04/25
3097,Oorja Rege,27/10/24
3098,Pihu Chahal,03/01/25
3099,Lakshay Saini,31/10/24
3100,Shray Yadav,13/04/24
3101,Hridaan Sarin,21/03/24
3102,Bhamini Venkataraman,23/08/23
3103,Uthkarsh Bir,29/09/23
3104,Jhanvi Sengupta,27/06/23
3105,Aradhya Bhatt,07/09/24
3106,Vanya Datta,18/04/25
3107,Sana Dhingra,09/05/24
3108,Zeeshan Bawa,04/12/24
3109,Myra Varty,02/07/24
3110,Ela Keer,03/09/24
3111,Kabir Cherian,18/02/25
3112,Kanav Joshi,16/08/24
3113,Uthkarsh Setty,28/05/23
3114,Manikya Dugal,07/07/24
3115,Khushi Karan,26/04/24
3116,Yakshit Khanna,11/11/23
3117,Riaan Acharya,05/04/25
3118,Sumer Garg,28/08/24
3119,Dhanush Gola,18/09/23
3120,Aayush Sekhon,24/06/24
3121,Hunar Shankar,26/05/25
3122,Eshani Srinivasan,07/11/23
3123,Veer Bhasin,08/02/25
3124,Shayak Borra,29/03/25
3125,Advik Mani,09/01/25
3126,Renee Hora,14/10/24
3127,Ivana Sha,08/05/24
3128,Indranil Kar,29/04/25
3129,Trisha Ramaswamy,05/02/24
3130,Neelofar D’Alia,26/01/25
3131,Taran Jaggi,09/04/25
3132,Saira Mane,13/10/23
3133,Nirvi Yadav,06/10/23
3134,Nayantara Bajwa,22/05/25
3135,Ayesha Char,13/02/24
3136,Ivan Mane,02/12/24
3137,Zain Jha,02/07/23
3138,Samaira Bains,04/10/24
3139,Faiyaz Golla,29/01/25
3140,Aaina Doctor,30/12/24
3141,Amira Sarkar,04/12/24
3142,Myra Shukla,16/03/25
3143,Dishani Gala,03/05/24
3144,Devansh Malhotra,29/03/24
3145,Yuvraj  Goel,12/10/24
3146,Abram Mani,10/04/25
3147,Neelofar Grewal,23/12/24
3148,Faiyaz Devan,23/05/24
3149,Arnav Aurora,31/08/23
3150,Aarna Kanda,16/01/24
3151,Aniruddh Biswas,28/08/23
3152,Stuvan Dube,21/08/24
3153,Lagan Mand,23/06/24
3154,Ira Chana,26/07/24
3155,Gatik Arya,10/06/23
3156,Ehsaan Lala,11/05/25
3157,Rasha Mandal,04/05/24
3158,Amira Toor,18/05/25
3159,Damini Vora,03/09/24
3160,Parinaaz Bajaj,31/05/23
3161,Ishaan Dass,20/01/24
3162,Stuvan Vala,21/01/25
3163,Ojas Chauhan,25/05/25
3164,Rati Rout,15/08/24
3165,Dhanush Saran,17/01/24
3166,Indrans Bhat,23/05/24
3167,Nayantara Mallick,21/03/24
3168,Farhan Kapadia,12/10/24
3169,Vivaan Kunda,18/09/23
3170,Samarth Ratta,14/08/23
3171,Mehul Ahluwalia,20/05/24
3172,Mannat Agarwal,29/09/24
3173,Purab Rajagopal,16/04/25
3174,Ishaan Dhaliwal,23/06/24
3175,Anay Dhaliwal,28/12/24
3176,Riya Goda,19/01/24
3177,Yakshit Krish,30/09/24
3178,Jayesh Agarwal,08/01/24
3179,Lakshit Krishna,27/02/25
3180,Vaibhav Sekhon,21/03/24
3181,Hiran Mannan,30/09/24
3182,Nishith Rama,24/09/23
3183,Darshit Swamy,26/02/25
3184,Mannat Wable,06/08/24
3185,Raghav Sethi,23/10/24
3186,Raunak Gera,30/04/24
3187,Tanya Boase,10/01/25
3188,Anahita Kannan,14/02/24
3189,Lakshay Sekhon,04/06/24
3190,Urvi Warrior,04/01/24
3191,Manjari Bir,18/06/24
3192,Pihu Chandran,15/12/23
3193,Hrishita Thaman,31/07/24
3194,Ishaan Master,30/08/23
3195,Hunar Gupta,23/07/23
3196,Adira Sibal,06/07/24
3197,Vedika Gupta,29/09/23
3198,Dishani Garde,09/08/23
3199,Manjari Sachdeva,21/06/23
3200,Himmat Savant,28/06/24
3201,Saksham Chana,18/12/23
3202,Jhanvi Deshmukh,24/04/24
3203,Arnav Verma,27/03/25
3204,Rania Sibal,12/02/25
3205,Hridaan Kumar,18/09/24
3206,Indrans Choudhary,29/10/23
3207,Shaan Dugar,21/08/23
3208,Anahi Dash,26/04/25
3209,Nayantara Chand,27/11/23
3210,Nakul Varty,01/05/25
3211,Vivaan Ramesh,17/09/24
3212,Rohan Taneja,05/12/23
3213,Shray Goyal,05/12/23
3214,Kiara Deshpande,03/11/23
3215,Dhanuk Sandal,13/04/24
3216,Mehul Chawla,10/02/24
3217,Aarav Bava,16/09/23
3218,Seher Dugar,20/07/24
3219,Amani Saha,17/08/23
3220,Kaira Baral,22/05/25
3221,Aarav Som,19/02/24
3222,Piya Zacharia,27/05/24
3223,Sara Dani,30/11/23
3224,Kaira Hayre,17/02/25
3225,Nirvi Wason,24/03/25
3226,Samiha Sura,23/04/25
3227,Adira Dhawan,17/02/24
3228,Anika Varughese,04/10/23
3229,Shayak Edwin,01/02/24
3230,Inaaya  Chand,02/06/23
3231,Ishaan Dixit,22/02/24
3232,Ivana Gokhale,01/08/24
3233,Krish Shroff,14/03/25
3234,Gokul Goyal,25/09/24
3235,Mahika Sheth,27/01/24
3236,Samar Vaidya,11/08/24
3237,Lakshay Khalsa,31/05/24
3238,Damini Chatterjee,17/03/24
3239,Shlok Bhatnagar,21/11/23
3240,Zara Gera,17/04/25
3241,Abram Char,21/01/24
3242,Dhanush Batta,30/10/23
3243,Anvi Kanda,08/03/24
3244,Dhanush Kala,11/11/24
3245,Aniruddh Ramesh,15/02/24
3246,Nitara Gera,24/05/24
3247,Zaina Edwin,22/05/24
3248,Alisha Kale,25/12/23
3249,Zeeshan Dugal,27/10/24
3250,Sumer Thakur,26/12/24
3251,Anya Divan,03/10/23
3252,Vedika Bose,10/09/23
3253,Nishith Bains,22/12/24
3254,Aarna Shankar,24/11/24
3255,Tejas Goyal,20/03/24
3256,Ehsaan Bhatia,18/03/24
3257,Anya Kar,05/08/23
3258,Jhanvi Rajagopal,12/04/24
3259,Diya Baral,08/08/23
3260,Piya Sharma,03/03/24
3261,Miraan Ganguly,17/11/23
3262,Oorja Bala,27/03/25
3263,Rhea Sehgal,08/04/25
3264,Zeeshan Kulkarni,05/07/23
3265,Mannat Dhaliwal,09/07/23
3266,Navya Comar,18/07/23
3267,Riaan Keer,12/07/23
3268,Yuvaan Cheema,12/09/24
3269,Aniruddh Varkey,22/05/25
3270,Rhea Dewan,29/04/24
3271,Arhaan Randhawa,23/03/25
3272,Hunar Kari,11/09/23
3273,Oorja Kumar,04/09/23
3274,Darshit Dash,28/07/23
3275,Rati Vyas,29/05/23
3276,Kabir Bhatt,17/11/23
3277,Kismat Walla,11/12/24
3278,Seher Kannan,29/09/23
3279,Vritika Kadakia,19/08/24
3280,Anay Chawla,30/04/24
3281,Samaira Tripathi,20/08/23
3282,Stuvan Chacko,20/02/25
3283,Diya Uppal,21/12/24
3284,Prisha Bala,12/06/24
3285,Kashvi Raju,31/03/25
3286,Kashvi Bhatia,27/09/24
3287,Anika Sandhu,14/10/23
3288,Jayant Khurana,04/07/23
3289,Vivaan Venkatesh,10/04/25
3290,Lakshay Goyal,14/01/24
3291,Tiya Master,30/11/24
3292,Kismat Magar,15/06/23
3293,Hiran Suresh,15/09/24
3294,Kiaan Borde,28/07/23
3295,Kartik Sridhar,16/04/24
3296,Shaan Sandhu,22/06/24
3297,Shanaya Sarna,06/02/24
3298,Parinaaz Chopra,04/02/25
3299,Azad Dixit,08/10/23
3300,Aarav Wali,09/12/24
3301,Divij Lata,09/06/23
3302,Khushi Setty,24/12/23
3303,Ritvik Dhawan,01/11/23
3304,Madhav Raju,25/04/25
3305,Kiara Hegde,18/04/24
3306,Arhaan Suri,10/02/25
3307,Urvi Dugal,31/01/25
3308,Ryan Sarma,30/10/24
3309,Aaryahi Sood,06/07/23
3310,Jayan Boase,20/03/24
3311,Drishya Loke,07/09/24
3312,Aaina Hari,18/02/25
3313,Navya Sandhu,24/10/23
3314,Nirvaan Koshy,22/06/23
3315,Anay Soni,25/04/24
3316,Ivana Arora,06/11/23
3317,Nayantara Butala,13/05/25
3318,Reyansh Barman,21/06/24
3319,Priyansh Barad,30/10/24
3320,Farhan Hari,10/06/24
3321,Charvi Biswas,03/05/24
3322,Ritvik Tara,06/06/24
3323,Abram Dara,26/09/23
3324,Saksham Lanka,24/12/23
3325,Nishith Saran,23/04/24
