rider_id,rider_name,sign_up
820,Harish Srivastava,06/09/23
821,Chandani Murty,17/07/24
822,Ayushman Kamdar,09/09/24
823,Aashi Warrior,05/01/24
824,Bhavya Dyal,05/11/23
825,Upadhriti Singhal,20/12/24
826,Falak Doctor,27/12/23
827,Sanaya Sura,31/03/25
828,Upadhriti Sethi,07/04/25
829,Oni Ramanathan,18/02/24
830,Aishani Wable,09/10/24
831,Manbir Garde,12/06/24
832,Kai Sandal,16/02/24
833,Sneha Gupta,03/07/24
834,Aayush Saran,10/05/24
835,Nikita Chandra,01/01/24
836,Nimrat Sawhney,19/08/23
837,Noah Sagar,15/05/25
838,Saanvi Manda,06/02/25
839,Girindra Srivastava,07/04/24
840,Hardik Deep,13/08/23
841,Anamika Dewan,16/11/24
842,Aishani Sarin,02/05/24
843,Sai Bhandari,20/10/23
844,Ishita Deshmukh,26/11/24
845,Falak Palan,11/09/23
846,Aayush Sethi,26/11/23
847,Kamala Joshi,07/03/24
848,Chanchal Palla,02/09/24
849,Pranav Bali,02/03/24
850,Samarth Kala,30/06/23
851,Charvi Chakraborty,09/12/23
852,Bhavya Raja,07/05/24
853,Girish Dube,12/10/23
854,Oliver Bhatnagar,01/09/24
855,Nisha Puri,30/11/24
856,Harshil Chauhan,27/08/23
857,Ryan Rege,28/05/24
858,Falan Agate,10/11/23
859,Jhalak Parmer,28/03/25
860,Geetika Naidu,02/04/25
861,Ekantika Basak,01/09/23
862,Qasim Mani,18/10/24
863,Shaurya Bhattacharyya,01/10/23
864,Qadim Barad,17/08/23
865,Hemang Chandra,08/10/23
866,Oeshi Apte,29/03/24
867,Vyanjana Pandey,01/10/23
868,Owen Badami,25/04/25
869,Jai Kumar,08/08/23
870,Leela Sethi,29/12/23
871,Siya Muni,11/10/23
872,Chaaya Batra,05/12/23
873,Madhav Shukla,06/12/23
874,Dipta Khanna,26/07/23
875,Balvan Chakrabarti,09/07/24
876,Ishanvi Sahni,07/02/24
877,Jasmit Ratta,16/05/24
878,Daksh Sibal,12/06/24
879,Prisha Sandal,26/06/24
880,Tamanna Pillay,05/01/24
881,Charita Samra,17/10/24
882,Upasna Gala,01/03/24
883,Jagdish Modi,03/12/24
884,Garima Singh,29/09/23
885,Eesha Mohan,15/12/24
886,Pooja Panchal,01/03/25
887,Thomas Dara,11/04/24
888,Reyansh Varma,09/12/24
889,Lajita Kapur,29/02/24
890,Oeshi Sampath,11/10/23
891,Andrew Mani,22/04/24
892,Darika Ghosh,26/02/25
893,Rajata Bhargava,30/05/24
894,Bhavya Mannan,19/11/24
895,Triya Tella,04/05/25
896,Garima Kalla,26/07/23
897,Brijesh Ramesh,29/12/23
898,Darika Munshi,26/09/23
899,Wahab Minhas,20/04/24
900,Lakshmi Tella,07/09/23
901,Eshana Bhatt,02/04/24
902,Nicholas Khanna,18/10/23
903,Mohini Tank,12/06/23
904,Tarak Murty,23/05/24
905,Triveni Uppal,30/08/24
906,Maanas Raja,01/04/25
907,Vedant Sen,10/09/24
908,Yashodhara Rao,06/09/23
909,Champak Cherian,10/02/24
910,Ojasvi Soman,26/03/25
911,Frederick Oak,05/09/23
912,Alexander Bhardwaj,26/10/24
913,Waida Wable,20/09/23
914,Edhitha Bhatia,08/05/24
915,Jasmit Narayanan,07/07/24
916,Yashvi Varkey,25/02/24
917,Darika Sibal,13/04/25
918,Hemal Chowdhury,06/11/24
919,Sai Kala,02/01/25
920,Gaurangi Ramakrishnan,09/01/24
921,Brijesh Bahl,20/12/24
922,Kiaan Ben,01/05/25
923,Rachana Buch,29/05/23
924,George Baral,04/05/25
925,Nicholas Rama,10/06/23
926,Priya Narayanan,25/10/23
927,Kai Kamdar,13/10/24
928,Hiral Thakkar,14/11/23
929,Priya Bose,11/12/24
930,Udarsh Kant,05/06/23
931,Chakrika Subramaniam,30/12/24
932,Oni Dani,01/04/25
933,Barkha Kalita,21/03/25
934,Jagat Agarwal,19/05/24
935,Tarak Bava,29/03/25
936,Yahvi Chaudhry,24/05/24
937,Indrajit Narasimhan,23/09/24
938,Abhimanyu Mital,15/10/24
939,Aditya Mohan,17/04/24
940,Tripti Anne,19/06/23
941,Oscar Maharaj,15/06/24
942,Mohammed Chanda,05/04/24
943,Lakshit Vyas,28/11/23
944,Dipta Barman,09/03/25
945,Idika Balay,16/01/24
946,Yachana Balakrishnan,17/07/24
947,Deepa Goyal,28/04/24
948,Bahadurjit Handa,30/12/24
949,Ayushman Kibe,20/02/25
950,Chandran Roy,26/11/24
951,Advik Gour,25/08/24
952,Jagdish Rai,08/12/24
953,Avni Agrawal,22/07/24
954,Dominic Raman,05/07/24
955,Yadavi Mall,11/09/23
956,Unnati Das,21/03/25
957,Geetika Jha,25/12/24
958,Teerth Shere,06/08/23
959,Charvi Mitra,12/09/23
960,Radhika Chauhan,22/07/24
961,Adweta De,23/06/23
962,Wishi Varkey,24/08/24
963,Tristan Tailor,18/09/23
964,Amol Bail,23/04/25
965,Noah Kar,17/07/24
966,Max Saha,25/10/23
967,Isaiah Reddy,13/08/23
968,Girish Mann,21/12/23
969,Harita Goyal,26/12/23
970,Hemani Raj,07/02/25
971,Udarsh Krishnan,17/07/23
972,Jacob Swamy,18/11/24
973,Yutika Gade,16/07/23
974,Akshay Gandhi,21/06/24
975,Aishani Luthra,01/09/24
976,Faqid Chawla,07/01/24
977,Lucky Lad,27/04/25
978,Vedhika Dada,22/11/23
979,Faris Baral,03/11/24
980,Tripti Vasa,18/08/23
981,Lakshmi Dixit,10/12/24
982,Yashawini Munshi,07/07/24
983,Kamala Garg,31/05/24
984,Yatan Toor,22/11/23
985,Raghav Sodhi,02/01/25
986,Azaan Goel,12/03/24
987,Advika Reddy,01/08/23
988,Omisha Deol,20/06/23
989,Tripti Kashyap,16/03/25
990,Jagat Chaudhuri,13/05/24
991,Tamanna Hegde,10/10/23
992,Dipta Bhavsar,03/02/25
993,Oliver Ram,26/01/24
994,Turvi Suri,12/06/24
995,Chakradev Subramanian,13/02/24
996,Logan Nagy,02/08/23
997,Anjali Divan,01/08/23
998,Aadhya Mistry,03/08/23
999,Ekiya Khosla,11/04/25
1000,Indali Manne,08/03/25
1001,Abha Devan,26/01/24
1002,Odika Dugal,01/03/25
1003,Idika Bhandari,28/05/24
1004,Ojas Sastry,10/06/24
1005,Hema Narain,22/11/23
1006,Udarsh Bose,07/12/24
1007,Andrew Rastogi,07/05/24
1008,Lajita Shere,08/02/25
1009,Sudiksha Chacko,25/07/24
1010,Anirudh Wali,30/04/25
1011,Jagdish Krish,27/04/24
1012,Dhriti Wable,11/06/24
1013,Zehaan Bail,14/01/24
1014,Mahika Kibe,23/08/23
1015,Ekanta Kapadia,24/05/25
1016,Aadi Bandi,11/02/24
1017,Garima Mahal,18/02/25
1018,Tanvi Patla,24/08/24
1019,Kala Sekhon,24/02/24
1020,Ayush Atwal,21/03/24
1021,Wahab Rajan,25/07/24
1022,Unni Amble,26/05/24
1023,Chatura Ravi,04/03/24
1024,Avni Bose,28/02/24
1025,Joshua Lal,02/03/24
1026,Ria Chakrabarti,08/10/23
1027,Warda Dhingra,28/08/23
1028,Oscar Datta,04/12/24
1029,Jacob Parikh,04/06/23
1030,Kevin Chauhan,12/03/25
1031,Saumya Behl,01/04/24
1032,Gaurika Nath,22/01/25
1033,Sathvik Shroff,29/03/25
1034,Udyati Kaul,15/07/23
1035,Sanaya Lad,04/09/23
1036,Ladli Sane,03/06/24
1037,Veda Chacko,01/01/25
1038,Pooja Rajagopal,15/05/25
1039,Upadhriti Hayre,11/10/24
1040,Wazir Nayar,30/08/23
1041,Ekansh Grover,15/12/24
1042,Gautam Kulkarni,04/01/24
1043,Pranav Balay,18/11/23
1044,Kashish Bala,11/11/24
1045,Devika Chokshi,26/05/25
1046,Arya Sule,26/11/24
1047,Indrajit Ganguly,16/06/23
1048,Kritika Agrawal,19/04/24
1049,Ranveer Manda,23/10/23
1050,Chandran Nazareth,20/12/24
1051,Kabir Upadhyay,04/11/23
1052,Osha Batra,08/11/23
1053,Girik Wason,28/08/23
1054,Ayushman Jayaraman,11/02/24
1055,Dalaja Sampath,06/06/23
1056,Kalpit Gade,16/11/23
1057,Vidhi Prasad,05/07/24
1058,Bhanumati Dugal,13/02/24
1059,Priya Thakkar,24/01/24
1060,Nilima Mand,04/05/24
1061,Deepa Nath,30/07/23
1062,Mugdha Bains,29/03/24
1063,Tanay Dasgupta,10/07/23
1064,Harita Devan,19/06/23
1065,Chandani Korpal,14/05/24
1066,Nandini Prasad,04/11/23
1067,Darpan Sheth,27/11/23
1068,Mitali Borah,27/05/24
1069,Balendra Sabharwal,23/10/23
1070,Jatin Goda,05/01/24
1071,Falak Korpal,02/12/24
1072,Ikshita Seth,17/03/24
1073,Ekalinga Ahuja,29/07/23
1074,Nathan Hora,12/05/24
1075,Mitali Vyas,01/06/23
1076,Maya Kulkarni,19/04/25
1077,Inaya Parikh,15/05/25
1078,Kritika Krishnan,09/12/23
1079,Tanmayi Palan,05/03/24
1080,Arya Sule,19/05/24
1081,Ekalinga Dani,01/01/24
1082,Ekaraj Narasimhan,19/09/23
1083,Veer Date,05/07/24
1084,Radha Dutt,25/12/23
1085,Mitesh Krishnan,28/06/24
1086,Harini Sandal,23/03/25
1087,Jeremiah Boase,26/08/23
1088,Nihal Tripathi,21/10/23
1089,Rajeshri Choudhury,18/01/24
1090,Jatin Ahuja,18/10/23
1091,Ekbal Raj,14/12/24
1092,Jagat Dash,27/11/23
1093,Lopa Sekhon,14/07/24
1094,Sudiksha Magar,01/04/24
1095,Ucchal Kalita,22/02/24
1096,Kritika Walla,24/06/24
1097,Isaiah Bhatnagar,14/04/25
1098,Laksh Menon,15/02/24
1099,Ekalinga Sathe,16/07/23
1100,Mason Kara,03/07/24
1101,Sudiksha Sathe,08/04/24
1102,Xavier Bhavsar,18/04/24
1103,Raksha Sarraf,18/01/25
1104,Jyoti Sibal,05/08/24
1105,Barkha Lanka,05/04/25
1106,Tanveer Bajwa,18/06/24
1107,Xiti Nanda,02/09/23
1108,Bhavika Kadakia,09/09/24
1109,Darika Singhal,04/09/23
1110,Vamakshi Parmer,15/02/25
1111,Nidhi Khalsa,01/04/24
1112,Saanvi Sen,10/04/24
1113,Kritika Gara,08/04/25
1114,Simon Chander,21/10/23
1115,Jagdish Samra,01/11/23
1116,Oliver Chowdhury,02/06/23
1117,Vedhika Lall,27/09/24
1118,Rajata Varughese,06/12/24
1119,Shivani Sahota,13/02/24
1120,Ladli Gera,29/06/24
1121,Krishna Devi,28/09/24
1122,Fitan Mutti,13/02/25
1123,Barkha Subramanian,19/08/23
1124,Netra Prabhakar,24/06/23
1125,Nisha Naidu,19/05/25
1126,Anya Krishnan,06/08/24
1127,Wyatt Nagi,23/07/23
1128,Pallavi Narula,27/08/23
1129,Neelima Chana,18/11/23
1130,Abdul Shetty,15/02/24
1131,Warjas Nair,08/07/23
1132,Falguni Issac,14/01/25
1133,Wriddhish Mahal,23/10/24
1134,Balvan Chhabra,12/05/25
1135,George Malhotra,19/05/24
1136,Anvi Varghese,07/05/25
1137,Rajeshri Dar,10/03/24
1138,Abdul Kota,27/05/25
1139,Udarsh Thaker,06/08/23
1140,Jagvi Dubey,24/01/25
1141,Yatan Sethi,17/11/24
1142,Samar Goda,22/01/24
1143,Tanay Chowdhury,28/10/24
1144,Xavier Dhillon,24/11/23
1145,Aashi Dube,20/06/24
1146,Gaurangi Rao,07/08/23
1147,Mekhala Chatterjee,04/03/24
1148,Faqid Dar,02/06/23
1149,Omaja Mohan,17/06/23
1150,Siya Vala,28/08/24
1151,Ati Cherian,11/03/25
1152,Atharv Raja,28/08/24
1153,Geetika Walla,25/05/24
1154,Ridhi Das,20/01/25
1155,Dhriti Mistry,02/09/24
1156,Aarnav Das,07/04/25
1157,Karan Ben,18/07/24
1158,Chanchal Korpal,30/07/23
1159,Sachi Dhar,13/05/24
1160,Chaitaly Shukla,04/10/23
1161,Manbir Date,05/10/24
1162,Sudiksha Deep,08/07/24
1163,Dayita Issac,20/12/23
1164,Urvi Sinha,10/03/25
1165,Pallavi Banik,18/01/24
1166,Sachi Uppal,10/02/24
1167,Maanav Subramanian,21/03/25
1168,Yashoda Palla,07/04/25
1169,Ladli Gupta,18/12/24
1170,Barkha Tank,27/02/24
1171,Neelima Kala,16/08/23
1172,Bhavika Mani,10/07/24
1173,Samesh Sami,13/09/24
1174,Vasudha Saran,05/10/23
1175,Chakradev Aggarwal,10/09/24
1176,Hritik Bhandari,09/02/24
1177,Oni Murty,30/10/24
1178,Champak Madan,12/01/25
1179,Lajita Koshy,13/02/24
1180,Karan Sastry,07/02/25
1181,Brinda Sampath,28/07/23
1182,Vincent Memon,05/04/25
1183,Ekavir Sahota,13/09/24
1184,Lila Khosla,17/04/25
1185,Janya Ratti,28/11/24
1186,Oscar Bawa,18/09/24
1187,Sudiksha Atwal,23/12/24
1188,Niharika Grewal,23/08/23
1189,Aayush Bhandari,10/06/24
1190,Devansh Tank,09/01/24
1191,Yagnesh Jha,20/05/24
1192,Bhavya Wadhwa,19/11/23
1193,Kalpit Hari,14/05/24
1194,Lohit Walla,14/05/25
1195,Shivani Choudhry,27/08/24
1196,Aryan Bora,17/10/24
1197,Gopal Soman,12/12/24
1198,Charles Sachdev,08/06/23
1199,Girindra Ravi,29/10/23
1200,Kala Cherian,12/12/24
1201,Eshana Patla,19/02/24
1202,Zansi Nanda,23/07/24
1203,Zaid Viswanathan,05/08/23
1204,Edhitha Rajagopalan,02/11/23
1205,Wahab Pai,06/11/24
1206,Anita Oza,05/03/25
1207,Charan Keer,18/05/25
1208,Joshua Anand,31/10/23
1209,Panini Vaidya,10/04/24
1210,Benjamin Prabhakar,25/03/25
1211,Urvashi Sankaran,02/10/24
1212,Ladli Sekhon,22/03/24
1213,Urishilla Kapadia,16/11/23
1214,Zashil Tripathi,10/09/24
1215,Watika Apte,30/11/23
1216,Nidra Sanghvi,30/01/24
1217,Meghana Savant,04/09/24
1218,Gautam Vora,16/08/23
1219,Kabir Chander,14/11/23
1220,Bhavika Gera,06/07/24
1221,Raagini Vala,01/07/24
1222,Lopa Chaudhuri,30/04/24
1223,Hardik Narula,13/12/23
1224,Karan Muni,19/03/24
1225,Darpan Chanda,09/11/24
1226,Edhitha Doctor,26/10/23
1227,Meghana Prasad,04/11/23
1228,Anusha Rastogi,23/09/24
1229,Manthan Chaudry,20/09/23
1230,Alka Naidu,17/05/24
1231,Michael Magar,17/04/25
1232,Aadi Shenoy,25/10/23
1233,Inaya Merchant,26/12/23
1234,Barkha Kapoor,22/05/25
1235,Urishilla Goel,23/08/24
1236,Elijah Deep,14/09/24
1237,Avi Mitra,01/04/25
1238,Urvi Edwin,10/09/23
1239,Veer Sami,12/03/24
1240,Shaurya Ghose,08/05/25
1241,Geetika Singhal,22/03/24
1242,Owen Narayanan,30/08/23
1243,Yashoda Dada,15/03/24
1244,Samaksh Goel,06/09/24
1245,Mahika Acharya,18/03/25
1246,Ekansh Babu,23/10/24
1247,Wishi Radhakrishnan,05/09/23
1248,Yug Bhatti,27/12/24
1249,Ryan Sule,23/05/25
1250,Kashish Mukherjee,19/02/24
1251,Harrison Bassi,14/06/24
1252,Nihal Gola,09/07/24
1253,Pushti Ravel,09/10/23
1254,Amara Gupta,30/08/23
1255,Nachiket Menon,29/03/25
1256,Kiaan Balan,14/01/24
1257,Shivansh Modi,23/10/24
1258,Barkha Vora,25/11/24
1259,Harrison Hegde,11/04/25
1260,Vasudha Arora,27/07/23
1261,Nitara Sachdeva,27/11/24
1262,Yachana Barad,09/03/25
1263,Samesh Panchal,24/08/24
1264,Nidra Naik,15/12/24
1265,Charita Sur,03/12/23
1266,Priya Apte,30/04/24
1267,Nikita Khosla,29/07/24
1268,Prisha Palla,15/08/23
1269,Owen Menon,13/10/23
1270,Pavani Shanker,13/03/24
1271,Damyanti Choudhury,19/09/24
1272,Matthew Chad,29/11/24
1273,Nisha Shere,09/06/23
1274,Wyatt Menon,12/08/23
1275,Faraj Cherian,29/05/23
1276,Farhan Brahmbhatt,07/12/24
1277,Nikita Kapoor,03/09/24
1278,Upkaar Dey,15/08/23
1279,Megha Babu,21/08/23
1280,Chameli Saini,24/02/24
1281,Yatin Baral,27/02/25
1282,Alka Zachariah,25/08/23
1283,Varsha Kurian,16/12/24
1284,Pooja Mahajan,24/09/23
1285,Chaaya Krishnamurthy,23/12/24
1286,Aradhana Verma,04/03/25
1287,Dayita Bera,28/02/25
1288,Raagini Balan,16/08/23
1289,Gayathri Hora,08/10/23
1290,Darpan Subramanian,27/10/24
1291,Peter Lad,16/05/25
1292,Banjeet Kar,16/01/24
1293,Jatin Nanda,02/11/23
1294,Yashica Choudhry,30/01/25
1295,Jhalak Karnik,28/12/24
1296,Daksha Pillai,30/05/24
1297,Anamika Sehgal,13/10/23
1298,Faris Sem,02/06/23
1299,Ekantika Naik,08/03/25
1300,Amrita Ranganathan,26/04/24
1301,Chaitanya Saini,02/12/23
1302,Eta Nayar,20/04/25
1303,Theodore Kamdar,04/12/23
1304,Benjamin Muni,01/05/25
1305,Samuel Karnik,06/07/24
1306,Samuel Kara,06/01/25
1307,Priya Chopra,09/12/23
1308,Raghav Mutti,15/05/24
1309,Ekapad Bhatia,24/05/25
1310,Megha Das,27/01/24
1311,Alka Wadhwa,23/06/23
1312,Deepa Malhotra,03/10/23
1313,Anjali Tiwari,11/02/24
1314,Vritti Sodhi,14/10/23
1315,Daniel Bir,22/11/24
1316,Bahadurjit Yadav,25/05/25
1317,Charita Sahni,24/05/25
1318,Chavvi Deol,15/10/23
1319,Darpan Magar,16/10/23
1320,Rishi Vasa,21/08/24
1321,Gavin Khosla,28/12/24
1322,Lajita Mody,19/07/23
1323,Gautam Patel,10/11/24
1324,Yamini Dugar,10/03/25
1325,Yutika Mohan,07/09/24
1326,Owen Cherian,22/08/23
1327,Darsh Bahri,25/12/24
1328,Megha Shukla,20/01/24
1329,Chaaya Choudhury,20/12/23
1330,Charles Bala,29/12/23
1331,Ronith Rau,01/10/23
1332,Jagdish Doctor,11/02/25
1333,Sanya Lall,21/04/25
1334,Tejas Chaudry,20/08/23
1335,Advay Prabhu,22/08/24
1336,Ridhi Ganguly,18/11/24
1337,Amrita Nori,05/03/24
1338,Wishi Ahluwalia,30/12/24
1339,Faras Bhatia,26/08/24
1340,Ranveer D’Alia,04/06/23
1341,Yashasvi Iyer,14/03/24
1342,Nitara Konda,22/06/24
1343,Zayan Parikh,26/06/24
1344,Brijesh Dua,11/07/23
1345,Victor Chopra,12/04/25
1346,Christopher Kaur,07/11/23
1347,Jyoti Dhillon,07/11/23
1348,Azad Mandal,21/06/23
1349,Ekantika Nigam,07/08/24
1350,Dipta Vyas,14/09/24
1351,Chatresh Goda,25/05/25
1352,Unni Bhagat,16/06/23
1353,Zaid Bose,20/08/23
1354,Ishani Kumar,25/05/25
1355,Aashi Sarraf,21/08/24
1356,Devansh Ramaswamy,20/08/24
1357,Mohini Sura,04/08/23
1358,Baghyawati Raghavan,26/03/25
1359,Daniel Tiwari,12/12/23
1360,Hredhaan Karpe,09/09/24
1361,Darpan Mand,18/06/24
1362,Avi Mammen,20/01/25
1363,Omisha Kaur,28/02/24
1364,Chameli Dada,15/11/23
1365,Unni Ahuja,30/06/24
1366,Yashodhara Bansal,29/01/25
1367,Arjun Madan,13/09/24
1368,Vritti Sarin,03/05/25
1369,Ansh Andra,01/06/23
1370,Anvi Yogi,16/07/23
1371,Wahab Palla,01/10/24
1372,Alka Ahluwalia,03/05/24
1373,Balendra Bath,07/02/24
1374,Abhimanyu Barad,27/01/24
1375,Unni Misra,13/04/24
1376,Aarav Singhal,01/09/24
1377,Ranbir Mukherjee,24/04/24
1378,Vivaan Devan,23/06/23
1379,Anjali Gade,20/03/25
1380,Samarth Kala,28/08/23
1381,Idika Sodhi,23/12/23
1382,Damini Nazareth,15/02/24
1383,Omya Khosla,11/09/24
1384,Liam Murthy,27/09/24
1385,Jack Kumar,18/05/24
1386,Imaran Sarma,15/10/24
1387,Baghyawati Buch,01/09/24
1388,Abhimanyu Nazareth,06/11/23
1389,Mitesh Apte,15/08/24
1390,Oliver Subramanian,17/08/23
1391,Bishakha Bawa,08/04/25
1392,Leela Bhat,16/12/24
1393,Jhalak Sharma,09/07/24
1394,Frederick Kannan,12/09/24
1395,Unnati Setty,13/09/23
1396,Qarin Bobal,18/03/24
1397,Jackson Venkataraman,14/08/24
1398,Sanya Ray,04/11/23
1399,Fiyaz Chandran,28/12/24
1400,Timothy Bhandari,24/02/25
1401,Champak Joshi,01/10/23
1402,Leena Sarkar,23/06/23
1403,Sneha Ratta,01/02/25
1404,Bhavani Shetty,10/04/24
1405,Sudiksha Uppal,05/05/25
1406,Sai Bora,27/12/23
1407,Abhimanyu Chakrabarti,09/01/25
1408,Arin Murty,03/03/24
1409,Lavanya Chatterjee,15/06/24
1410,Anmol Zachariah,19/08/24
1411,Fitan Bail,10/09/23
1412,Madhavi Babu,12/01/24
1413,Jagat Pingle,24/08/24
1414,Jyoti Setty,01/04/25
1415,Eiravati Ben,08/05/25
1416,Qabil Dara,19/06/24
1417,Manbir De,21/10/24
1418,Ekaraj Dubey,27/11/24
1419,Yachana Rai,26/01/25
1420,Leela Deshpande,04/09/23
1421,Vansha Suresh,13/08/24
1422,Omaja Tank,22/08/24
1423,Ekavir Mahal,01/07/23
1424,Krish Dhillon,16/06/23
1425,Samaksh Ram,09/12/23
1426,Dalaja Bal,18/08/24
1427,Isaac Choudhry,08/03/25
1428,Yashvi Minhas,29/09/23
1429,Veer Subramaniam,12/02/24
1430,Triveni Tank,14/10/24
1431,Upkaar Chaudry,22/08/24
1432,Yasti Bora,07/07/23
1433,Jackson Chawla,27/06/24
1434,Ishani Grover,10/11/23
1435,Luke Nagy,27/01/24
1436,Anusha Sabharwal,04/06/24
1437,Anya Naik,01/03/25
1438,Aashi Bala,16/05/25
1439,Gaurangi Saran,21/09/23
1440,Oscar Mahajan,02/11/23
1441,George Grover,19/02/24
1442,Upkaar Narula,09/09/24
1443,Maya Varkey,20/08/24
1444,Onkar Trivedi,08/12/24
1445,Wridesh Pathak,06/03/25
1446,Nidra Thaman,23/10/24
1447,Zansi Salvi,03/07/24
1448,Lajita Dua,06/09/23
1449,Kalpit Sankaran,13/04/24
1450,Pahal Patla,06/01/25
1451,Jagvi Sundaram,07/03/25
1452,Garima Kalla,21/06/24
1453,Ucchal Goswami,07/04/24
1454,Vasatika Upadhyay,24/08/23
1455,Abdul Chander,13/02/25
1456,Lopa Khalsa,09/11/23
1457,Tejas Mani,27/09/24
1458,Vedika Walla,28/06/24
1459,Aarnav Sundaram,12/08/23
1460,Charles Dhar,21/09/24
1461,Logan Lalla,20/09/24
1462,Harita Sengupta,18/10/23
1463,Samuel Kale,09/08/23
1464,Wazir Gandhi,01/05/24
1465,Nandini Jhaveri,27/06/23
1466,Gautami Hans,03/04/25
1467,Eesha Buch,15/03/25
1468,Arin Mani,22/08/24
1469,Arunima Lanka,13/01/25
1470,Widisha Balasubramanian,23/11/23
1471,Rajata Mukherjee,18/01/25
1472,Sanya Ganesh,02/09/24
1473,Chakrika Joshi,06/12/24
1474,Lohit Parmer,17/11/24
1475,Parth Butala,22/09/23
1476,Rachana Shetty,25/11/23
1477,Samesh Dass,21/02/24
1478,Bimala Kala,26/04/24
1479,Krishna Cherian,10/07/24
1480,Ekapad Apte,14/05/25
1481,Bimala Raja,31/03/25
1482,Vincent Mishra,14/01/25
1483,Noah Hari,09/02/24
1484,Megha Ghosh,11/05/25
1485,Vrishti Pingle,28/01/24
1486,Mitali Chander,16/12/23
1487,Bakhshi Deshpande,02/08/23
1488,Gaurang Anne,09/11/24
1489,Januja Kapadia,19/08/23
1490,Hredhaan Kashyap,25/04/24
1491,Warhi Bhatt,16/09/23
1492,Imaran Arya,03/06/23
1493,Dayita Hayer,16/01/25
1494,Jackson Ramakrishnan,29/11/23
1495,Jatin Narayanan,16/10/24
1496,Faras Dara,15/12/24
1497,Balendra Mani,28/12/24
1498,Sara Puri,08/09/23
1499,Laksh Rau,25/03/24
1500,Gopal Sachdev,28/01/25
1501,Ikshita Ravel,30/03/24
1502,Qasim Bassi,14/12/24
1503,Kashish Sarkar,24/10/24
1504,Yuvraj Raju,19/08/23
1505,Xiti Krish,09/11/24
1506,Manya Prakash,15/05/25
1507,Baghyawati Sankar,06/01/24
1508,Radha Bhardwaj,10/01/24
1509,Girindra Rai,27/07/23
1510,Yagnesh Shankar,15/01/24
1511,Devansh Sachdev,15/03/25
1512,Aachal Bora,04/07/24
1513,Nimrat Peri,05/06/24
1514,Vasudha Vora,09/03/24
1515,Wazir Bhardwaj,22/07/24
1516,Udarsh Bhargava,09/05/25
1517,Yash Chander,02/09/24
1518,Samaksh Prakash,04/08/24
1519,Leela Dugal,21/10/24
1520,Arunima Mukherjee,27/10/23
1521,Anvi Chad,03/07/24
1522,Yatin Pandey,22/09/24
1523,Neha Bobal,23/01/25
1524,Dev Tara,11/02/24
1525,Turvi Hora,08/03/24
1526,Osha Sarin,10/07/24
1527,Ishita Gara,13/02/25
1528,Gautami Dayal,04/07/23
1529,Aayush Raj,07/06/23
1530,Jai Guha,06/02/24
1531,Laksh Bhagat,15/02/25
1532,Omya Verma,29/09/24
1533,Jalsa Sundaram,14/06/24
1534,Peter Shere,08/11/24
1535,Vyanjana Dhar,09/11/23
1536,Fariq Ram,22/03/25
1537,Krisha Kota,26/05/24
1538,Pranav Ramaswamy,03/09/23
1539,Krish Sheth,12/11/23
1540,Darsh Tripathi,31/03/24
1541,Dayamai Banik,14/02/25
1542,Rachana Loke,04/04/24
1543,Simon Dhar,07/05/25
1544,Shaurya Sastry,10/06/23
1545,Nilima Munshi,18/11/24
1546,Kashvi Cheema,05/01/24
1547,Neel Mittal,17/04/25
1548,Dalaja Reddy,27/06/24
1549,Edhitha Khosla,06/09/24
1550,Vidhi Chander,19/06/24
1551,Yagnesh Natt,16/11/23
1552,Sachi Rajagopalan,10/01/25
1553,Gaurang Rout,14/06/23
1554,Jagdish Kakar,22/01/25
1555,Inaya Sinha,28/07/24
1556,Jasmit Reddy,23/04/25
1557,Advik Babu,22/01/25
1558,Saumya Jaggi,13/09/23
1559,Tarak Pradhan,27/04/24
1560,Dakshesh Vaidya,10/06/23
1561,Varsha Suresh,20/10/23
1562,Hema Choudhury,15/12/24
1563,Aarush Desai,13/04/24
1564,Fitan Pandey,27/04/25
1565,Siddharth Hayre,26/01/25
1566,Osha Minhas,16/03/24
1567,Yahvi Jain,09/05/25
1568,Nakul Ravi,01/05/24
1569,Panini Kakar,21/08/24
1570,Neel Mutti,30/12/24
1571,Manan Sama,25/10/24
1572,Xalak Tella,07/07/24
1573,Udyati Dhingra,19/10/24
1574,Umang Hari,10/09/23
1575,Yashoda Ahluwalia,31/10/23
1576,Meera Talwar,31/07/23
1577,Ati D’Alia,25/12/24
1578,Ishwar Rajagopal,08/12/24
1579,Zehaan Sehgal,07/08/23
1580,Vritti Kari,20/10/23
1581,Zashil Bansal,23/04/25
1582,Edhitha Mangat,07/03/24
1583,Chavvi Tank,29/09/23
1584,Devika Murty,04/05/25
1585,Aryan Bhatti,30/04/25
1586,Yasti Yogi,27/05/24
1587,Varenya Pau,06/05/24
1588,Nimrat Soni,08/09/23
1589,Fiyaz Pandya,13/05/24
1590,Fitan Madan,09/09/23
1591,Panini Chaudry,26/07/23
1592,Jyoti Balasubramanian,11/08/24
1593,Anusha Keer,14/10/24
1594,Neelima Sharma,30/12/24
1595,Triya Dhar,02/06/23
1596,Onkar Rana,11/07/24
1597,Nitesh Hans,09/01/25
1598,Tripti Choudhry,20/08/23
1599,Harini Sarkar,17/03/24
1600,Caleb Thakur,11/08/24
1601,Tejas Gupta,25/09/24
